onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.06	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
7.74	0.6	targetCS-	place	right	right	0.702	correct
11.05	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
13.74	0.6	targetCS+	object	right	right	0.311	correct
19.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
22.65	0.6	targetCS-	object	left	left	0.422	correct
27.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.86	0.6	targetCS+	place	right	right	0.329	correct
33.06	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
35.74	0.6	targetCS+	place	right	right	0.29	correct
39.96	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
42.64	0.6	targetCS-	object	right	right	0.323	correct
46.16	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
59.89	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
62.58	0.6	targetCS+	object	left	left	0.227	correct
67.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
70.46	0.6	targetCS+	object	left	left	0.35	correct
75.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
78.34	0.6	targetCS-	object	right	right	0.401	correct
81.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
84.23	0.6	targetCS-	place	right	right	0.518	correct
90.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.23	0.6	targetCS-	object	left	left	0.225	correct
97.44	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
100.13	0.6	targetCS+	place	left	left	0.304	correct
106.33	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
109.01	0.6	targetCS-	place	right	right	0.446	correct
113.24	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
115.92	0.6	targetCS+	object	left	left	0.264	correct
121.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
123.8	0.6	targetCS-	place	left	left	0.238	correct
127.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
129.7	0.6	targetCS+	object	left	left	0.227	correct
133.89	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
136.58	0.6	targetCS-	object	left	left	0.283	correct
140.1	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
152.49	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
155.18	0.6	targetCS-	object	right	right	0.313	correct
161.38	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
164.06	0.6	targetCS+	place	left	left	0.253	correct
167.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
169.94	0.6	targetCS+	object	right	right	0.278	correct
176.15	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
178.84	0.6	targetCS+	place	left	left	0.283	correct
184.05	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
186.74	0.6	targetCS-	object	left	left	0.275	correct
189.93	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
192.61	0.6	targetCS+	place	right	right	0.32	correct
196.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.49	0.6	targetCS-	place	left	left	0.223	correct
202.69	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
205.37	0.6	targetCS-	place	right	right	0.401	correct
210.57	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
213.25	0.6	targetCS+	place	left	left	0.528	correct
219.57	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
222.25	0.6	targetCS+	place	right	right	0.354	correct
226.45	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
229.13	0.6	targetCS+	object	right	right	0.301	correct
233.33	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
236.03	0.6	targetCS-	object	right	right	0.224	correct
241.23	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
243.91	0.6	targetCS+	object	right	right	0.33	correct
247.43	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
257.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
260.5	0.6	targetCS-	place	left	left	0.522	correct
266.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
269.5	0.6	targetCS-	place	left	left	0.446	correct
