onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.07	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
7.75	0.62	targetCS-	place	right	right	0.463	correct
11.98	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
14.67	0.6	targetCS-	object	right	right	0.503	correct
17.98	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
20.66	0.6	targetCS-	object	left	left	0.38	correct
26.86	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.54	0.6	targetCS-	place	right	right	0.522	correct
33.18	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
43.57	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
46.26	0.6	targetCS-	object	right	right	0.451	correct
50.45	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
53.14	0.6	targetCS-	object	left	left	0.55	correct
58.45	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
61.13	0.6	targetCS-	place	left	left	0.503	correct
67.45	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
70.13	0.6	targetCS-	place	left	left	0.363	correct
76.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
79.05	0.6	targetCS+	place	left	left	0.516	correct
83.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
86.05	0.6	targetCS+	object	right	right	0.455	correct
89.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
91.92	0.6	targetCS+	object	right	right	0.467	correct
97.12	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.8	0.6	targetCS+	object	right	right	0.401	correct
104	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
106.68	0.6	targetCS+	object	right	right	0.518	correct
112.02	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
114.7	0.6	targetCS-	object	left	left	0.686	correct
121.03	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
123.73	0.6	targetCS-	place	left	left	0.503	correct
127.04	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
129.73	0.6	targetCS-	place	left	left	0.412	correct
133.25	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
145.64	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
148.33	0.6	targetCS+	place	right	right	0.381	correct
151.52	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
154.2	0.6	targetCS+	object	left	left	0.515	correct
160.52	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
163.2	0.6	targetCS+	object	left	left	0.3	correct
167.4	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
170.08	0.6	targetCS+	object	left	left	0.439	correct
174.28	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
176.96	0.6	targetCS+	place	left	left	0.432	correct
182.16	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
184.84	0.6	targetCS+	place	right	right	0.375	correct
191.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
193.73	0.6	targetCS+	object	left	left	0.503	correct
197.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.72	0.6	targetCS-	place	right	right	0.503	correct
205.04	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
207.72	0.6	targetCS+	place	right	right	0.367	correct
213.92	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
216.6	0.6	targetCS+	place	left	left	0.338	correct
219.8	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
222.48	0.6	targetCS-	object	right	right	0.317	correct
226	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
237.4	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
240.08	0.6	targetCS-	place	right	right	0.363	correct
245.28	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
247.96	0.6	targetCS-	object	left	left	0.241	correct
252.17	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
254.86	0.6	targetCS+	place	right	right	0.341	correct
261.06	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
263.74	0.6	targetCS+	place	left	left	0.44	correct
266.93	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
269.62	0.6	targetCS-	object	right	right	0.41	correct
