onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.39	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
7.07	0.6	targetCS-	place	right	n/a	0.888	incorrect
10.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
13.06	0.6	targetCS-	object	left	left	0.597	correct
19.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
22.04	0.6	targetCS+	place	left	left	0.616	correct
25.68	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
37.07	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
39.75	0.6	targetCS-	object	right	right	0.296	correct
43.95	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
46.64	0.6	targetCS+	place	left	left	0.406	correct
49.83	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
52.51	0.6	targetCS+	place	right	n/a	0.887	incorrect
57.82	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
60.5	0.6	targetCS+	place	right	right	0.512	correct
66.81	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
69.49	0.6	targetCS-	object	right	right	0.357	correct
73.68	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
76.36	0.6	targetCS+	object	left	left	0.469	correct
82.55	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
85.23	0.6	targetCS+	object	right	right	0.502	correct
90.53	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.21	0.6	targetCS-	place	right	right	0.423	correct
96.4	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.08	0.6	targetCS+	place	left	left	0.597	correct
102.39	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
105.07	0.6	targetCS+	object	right	right	0.467	correct
109.26	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
111.94	0.6	targetCS-	place	left	left	0.39	correct
117.13	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
119.81	0.6	targetCS+	object	left	left	0.416	correct
123.33	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
136.73	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
139.41	0.6	targetCS+	object	right	right	0.553	correct
142.96	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
145.64	0.6	targetCS-	object	right	right	0.745	correct
149.95	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
152.63	0.6	targetCS+	object	left	left	0.574	correct
158.94	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
161.62	0.6	targetCS+	object	left	left	0.348	correct
166.81	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
169.49	0.6	targetCS-	place	left	left	0.532	correct
175.8	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
178.48	0.6	targetCS+	place	right	right	0.306	correct
181.67	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
184.35	0.6	targetCS-	place	right	right	0.31	correct
189.54	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
192.22	0.6	targetCS+	place	left	left	0.522	correct
196.52	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
199.2	0.6	targetCS-	place	left	left	0.445	correct
203.39	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
206.07	0.6	targetCS-	place	left	left	0.346	correct
211.27	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
213.94	0.6	targetCS-	object	left	left	0.371	correct
217.13	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
219.81	0.6	targetCS-	object	right	right	0.639	correct
226.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
228.8	0.6	targetCS+	object	right	right	0.002	correct
232.32	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
243.85	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
246.53	0.6	targetCS-	place	right	right	0.411	correct
249.72	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
252.4	0.6	targetCS+	place	right	n/a	0.885	incorrect
257.71	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
260.39	0.6	targetCS-	object	left	left	0.512	correct
266.69	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
269.37	0.6	targetCS-	object	left	left	0.487	correct
