onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.07	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
7.75	0.6	targetCS-	place	right	right	0.643	correct
11.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
13.74	0.6	targetCS+	object	right	right	0.665	correct
20.07	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
22.76	0.6	targetCS-	object	left	left	0.354	correct
26.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.65	0.6	targetCS+	place	right	right	0.573	correct
32.96	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
35.65	0.6	targetCS+	place	right	right	0.48	correct
39.84	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
42.53	0.6	targetCS-	object	right	right	0.585	correct
46.17	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
59.56	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
62.25	0.6	targetCS+	object	left	left	0.538	correct
67.56	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
70.25	0.6	targetCS+	object	left	left	0.562	correct
75.56	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
78.24	0.6	targetCS-	object	right	right	0.551	correct
81.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
84.24	0.6	targetCS-	place	right	n/a	0.886	incorrect
90.57	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.25	0.6	targetCS-	object	left	left	0.509	correct
97.62	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
100.3	0.6	targetCS+	place	left	left	0.503	correct
106.62	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
109.3	0.6	targetCS-	place	right	right	0.399	correct
113.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
116.18	0.6	targetCS+	object	left	left	0.451	correct
121.38	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
124.06	0.6	targetCS-	place	left	left	0.433	correct
127.26	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
129.94	0.6	targetCS+	object	left	left	0.637	correct
134.25	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
136.93	0.6	targetCS-	object	left	left	0.6	correct
140.57	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
152.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
155.65	0.6	targetCS-	object	right	right	0.503	correct
161.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
164.65	0.62	targetCS+	place	left	left	0.463	correct
167.86	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
170.55	0.6	targetCS+	object	right	right	0.412	correct
176.75	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
179.43	0.6	targetCS+	place	left	left	0.785	correct
184.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
187.43	0.6	targetCS-	object	left	left	0.488	correct
190.62	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
193.3	0.6	targetCS+	place	right	right	0.605	correct
197.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
200.3	0.6	targetCS-	place	left	left	0.534	correct
203.63	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
206.31	0.6	targetCS-	place	right	right	0.38	correct
211.54	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
214.23	0.6	targetCS+	place	left	n/a	0.886	incorrect
220.54	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
223.23	0.6	targetCS+	place	right	right	0.476	correct
227.44	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
230.12	0.6	targetCS+	object	right	right	0.377	correct
234.32	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
237	0.6	targetCS-	object	right	right	0.547	correct
242.33	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
245.02	0.6	targetCS+	object	right	right	0.449	correct
248.54	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
258.93	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
261.61	0.6	targetCS-	place	left	left	0.48	correct
267.81	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
270.5	0.6	targetCS-	place	left	left	0.528	correct
