onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
2.81	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
5.49	0.6	targetCS-	object	right	right	0.605	correct
9.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
12.51	0.6	targetCS+	object	right	right	0.605	correct
18.82	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
21.5	0.6	targetCS+	place	left	left	0.742	correct
26.8	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
29.48	0.6	targetCS+	place	right	right	0.363	correct
33	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
43.4	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
46.08	0.6	targetCS-	object	right	right	0.637	correct
51.38	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
54.06	0.6	targetCS+	object	left	left	0.428	correct
58.25	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
60.93	0.6	targetCS-	object	left	left	0.391	correct
67.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.8	0.6	targetCS+	object	left	left	0.406	correct
75	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
77.68	0.6	targetCS+	place	left	left	0.341	correct
83.87	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
86.55	0.6	targetCS+	object	right	right	0.346	correct
90.74	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.42	0.62	targetCS-	object	left	left	0.519	correct
96.72	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
99.4	0.6	targetCS-	place	right	right	0.28	correct
102.59	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
105.27	0.6	targetCS-	object	left	left	0.447	correct
109.47	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
112.16	0.6	targetCS+	place	right	right	0.395	correct
117.35	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
120.03	0.6	targetCS+	object	right	right	0.424	correct
126.22	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
128.9	0.6	targetCS-	place	left	left	0.381	correct
132.42	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
144.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
147.49	0.6	targetCS-	place	left	left	0.457	correct
150.69	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
153.36	0.6	targetCS-	object	left	left	0.432	correct
159.56	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
162.24	0.6	targetCS+	object	left	left	0.459	correct
166.43	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
169.11	0.6	targetCS+	place	left	left	0.425	correct
174.3	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
176.98	0.6	targetCS+	object	left	left	0.372	correct
181.17	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
183.85	0.6	targetCS-	place	left	left	0.411	correct
187.04	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
189.72	0.6	targetCS-	place	right	right	0.418	correct
195.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.59	0.6	targetCS-	place	right	right	0.382	correct
203.78	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
206.46	0.6	targetCS+	place	left	left	0.4	correct
210.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
213.33	0.6	targetCS-	object	right	right	0.387	correct
216.52	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
219.2	0.6	targetCS+	object	right	right	0.322	correct
225.39	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
228.07	0.6	targetCS+	place	right	right	0.557	correct
233.38	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
236.07	0.6	targetCS+	place	right	right	0.427	correct
239.59	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
249.99	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
252.67	0.6	targetCS-	object	right	right	0.419	correct
256.86	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
259.54	0.6	targetCS-	place	right	right	0.378	correct
265.73	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
268.41	0.6	targetCS-	place	left	left	0.449	correct
