onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.76	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
7.44	0.6	targetCS-	object	left	left	0.404	correct
10.63	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
13.32	0.6	targetCS-	object	right	right	0.267	correct
17.53	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
20.21	0.6	targetCS-	object	right	right	0.264	correct
26.44	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.13	0.6	targetCS+	object	right	right	0.405	correct
32.65	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
44.36	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
47.04	0.6	targetCS+	place	right	right	0.418	correct
52.26	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
54.94	0.6	targetCS-	object	right	right	0.28	correct
61.14	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
63.82	0.6	targetCS+	place	right	right	0.352	correct
67.35	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
70.05	0.6	targetCS-	place	left	left	0.437	correct
73.25	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
75.93	0.6	targetCS-	place	right	right	0.326	correct
80.12	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
82.81	0.6	targetCS+	object	right	right	0.303	correct
89.03	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
91.71	0.6	targetCS+	place	left	left	0.477	correct
96.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.59	0.6	targetCS-	place	left	left	0.328	correct
104.8	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.49	0.6	targetCS-	place	left	left	0.315	correct
110.68	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
113.37	0.6	targetCS+	object	left	left	0.318	correct
117.56	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
120.24	0.6	targetCS-	object	left	left	0.334	correct
123.77	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
137.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
140.18	0.6	targetCS+	place	left	left	0.503	correct
143.49	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
146.17	0.6	targetCS+	place	left	left	0.413	correct
151.37	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
154.06	0.6	targetCS+	place	right	right	0.417	correct
158.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
160.94	0.6	targetCS+	object	left	left	0.415	correct
167.17	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
169.85	0.6	targetCS-	object	left	left	0.756	correct
173.16	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
175.85	0.6	targetCS+	object	right	right	0.37	correct
180.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
182.73	0.6	targetCS+	place	left	left	0.385	correct
187.92	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
190.61	0.6	targetCS+	object	left	left	0.368	correct
196.82	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.51	0.6	targetCS+	place	right	right	0.393	correct
205.71	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
208.39	0.6	targetCS-	place	right	right	0.428	correct
213.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
216.27	0.6	targetCS-	place	left	left	0.339	correct
220.47	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
223.15	0.6	targetCS-	place	right	right	0.348	correct
226.67	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
237.07	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
239.75	0.6	targetCS+	object	left	left	0.412	correct
245.95	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
248.63	0.6	targetCS-	object	left	left	0.415	correct
251.82	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
254.51	0.6	targetCS-	place	right	right	0.447	correct
258.7	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
261.39	0.6	targetCS-	object	right	right	0.399	correct
266.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
269.27	0.6	targetCS+	object	right	right	0.4	correct
