onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.07	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
7.75	0.6	targetCS-	object	left	left	0.292	correct
10.96	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
13.64	0.6	targetCS-	object	right	right	0.206	correct
17.86	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
20.54	0.6	targetCS-	object	right	right	0.269	correct
26.75	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.44	0.6	targetCS+	object	right	right	0.358	correct
32.96	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
44.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
47.05	0.6	targetCS+	place	right	right	0.35	correct
52.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
54.93	0.6	targetCS-	object	right	right	0.293	correct
61.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
63.87	0.6	targetCS+	place	right	right	0.234	correct
67.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
69.74	0.6	targetCS-	place	left	left	0.384	correct
72.94	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
75.62	0.6	targetCS-	place	right	right	0.404	correct
79.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
82.5	0.6	targetCS+	object	right	right	0.301	correct
88.7	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
91.38	0.6	targetCS+	place	left	left	0.324	correct
96.58	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.27	0.6	targetCS-	place	left	left	0.346	correct
104.46	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.15	0.6	targetCS-	place	left	left	0.348	correct
110.34	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
113.02	0.6	targetCS+	object	left	left	0.268	correct
117.22	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
119.9	0.6	targetCS-	object	left	left	0.261	correct
123.43	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
136.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
139.51	0.6	targetCS+	place	left	left	0.228	correct
142.7	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
145.38	0.6	targetCS+	place	left	left	0.25	correct
150.58	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
153.27	0.6	targetCS+	place	right	right	0.366	correct
157.46	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
160.14	0.6	targetCS+	object	left	left	0.186	correct
166.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
169.04	0.6	targetCS-	object	left	left	0.211	correct
172.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
174.92	0.6	targetCS+	object	right	right	0.381	correct
179.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
181.8	0.6	targetCS+	place	left	left	0.21	correct
187	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
189.68	0.6	targetCS+	object	left	left	0.34	correct
195.88	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.56	0.6	targetCS+	place	right	right	0.402	correct
204.76	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
207.45	0.6	targetCS-	place	right	right	0.266	correct
212.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
215.33	0.6	targetCS-	place	left	left	0.403	correct
219.53	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
222.21	0.6	targetCS-	place	right	right	0.279	correct
225.73	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
236.12	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
238.81	0.6	targetCS+	object	left	left	0.412	correct
245.01	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
247.69	0.6	targetCS-	object	left	left	0.221	correct
250.88	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
253.57	0.6	targetCS-	place	right	right	0.162	correct
257.76	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
260.44	0.6	targetCS-	object	right	right	0.154	correct
265.64	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.33	0.6	targetCS+	object	right	right	0.215	correct
