onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.18	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
6.87	0.6	targetCS+	place	right	right	0.403	correct
12.09	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
14.77	0.6	targetCS+	object	left	left	0.266	correct
18.29	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
29.02	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
31.7	0.6	targetCS+	place	left	left	0.297	correct
37.92	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
40.6	0.6	targetCS-	object	left	left	0.391	correct
45.83	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
48.52	0.6	targetCS-	place	right	right	0.316	correct
54.73	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
57.41	0.6	targetCS+	place	left	left	0.361	correct
61.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
64.3	0.6	targetCS+	object	left	left	0.405	correct
67.49	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
70.17	0.6	targetCS-	object	left	left	0.29	correct
73.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
76.05	0.6	targetCS+	object	left	left	0.356	correct
82.25	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.93	0.6	targetCS+	object	right	right	0.483	correct
89.46	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.15	0.6	targetCS-	place	left	left	0.331	correct
97.34	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
100.03	0.6	targetCS+	place	right	right	0.346	correct
105.23	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
107.91	0.6	targetCS+	object	right	right	0.371	correct
111.43	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
122.15	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
124.84	0.6	targetCS-	object	left	left	0.269	correct
129.03	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
131.72	0.6	targetCS-	place	right	right	0.446	correct
137.92	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
140.6	0.62	targetCS+	object	right	right	0.451	correct
145.82	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
148.5	0.6	targetCS-	object	left	left	0.385	correct
154.72	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
157.4	0.6	targetCS+	place	left	left	0.27	correct
160.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
163.28	0.6	targetCS+	object	right	right	0.306	correct
167.47	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
170.16	0.6	targetCS+	place	right	right	0.25	correct
173.37	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
176.05	0.6	targetCS+	place	right	right	0.353	correct
182.27	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
184.95	0.6	targetCS-	place	left	left	0.238	correct
190.15	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
192.83	0.6	targetCS-	object	right	right	0.253	correct
197.03	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.71	0.6	targetCS-	object	right	right	0.279	correct
205.91	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
208.59	0.6	targetCS-	object	right	right	0.29	correct
212.79	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
215.47	0.6	targetCS-	place	right	right	0.304	correct
218.99	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
231.39	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
234.07	0.6	targetCS-	place	left	left	0.333	correct
237.27	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
239.95	0.62	targetCS-	object	right	right	0.314	correct
245.17	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
247.85	0.6	targetCS+	object	left	left	0.358	correct
254.08	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
256.76	0.6	targetCS+	place	left	left	0.347	correct
260.96	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
263.64	0.6	targetCS-	place	left	left	0.332	correct
266.85	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
269.54	0.6	targetCS-	place	right	right	0.43	correct
