onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.86	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
7.54	0.62	targetCS-	object	right	n/a	0.888	incorrect
13.9	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
16.58	0.6	targetCS+	object	right	right	0.535	correct
20.88	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
23.56	0.6	targetCS-	place	left	left	0.531	correct
26.87	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.55	0.6	targetCS-	object	left	left	0.395	correct
32.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
35.42	0.6	targetCS-	place	left	left	0.271	correct
38.94	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
50.33	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
53.01	0.6	targetCS+	place	right	right	0.411	correct
58.2	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
60.88	0.6	targetCS-	object	left	left	0.292	correct
67.07	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
69.75	0.6	targetCS-	place	right	right	0.294	correct
74.94	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
77.62	0.6	targetCS-	object	right	right	0.325	correct
80.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
83.49	0.6	targetCS+	object	left	left	0.195	correct
89.69	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.37	0.6	targetCS-	object	left	left	0.379	correct
96.55	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.24	0.6	targetCS-	object	right	right	0.225	correct
103.43	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
106.11	0.6	targetCS-	place	right	right	0.181	correct
109.3	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
111.98	0.6	targetCS+	object	right	right	0.252	correct
118.17	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
120.85	0.6	targetCS+	object	left	left	0.32	correct
126.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
128.72	0.6	targetCS+	object	left	left	0.349	correct
132.24	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
143.63	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
146.31	0.6	targetCS-	place	right	right	0.184	correct
152.5	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
155.18	0.6	targetCS+	place	left	left	0.285	correct
158.37	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
161.05	0.6	targetCS-	object	left	left	0.389	correct
166.24	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
168.92	0.6	targetCS+	place	left	left	0.349	correct
172.11	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
174.79	0.6	targetCS+	object	left	left	0.367	correct
178.98	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
181.66	0.6	targetCS+	object	right	right	0.39	correct
187.85	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
190.53	0.6	targetCS+	place	right	right	0.399	correct
195.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.4	0.6	targetCS+	object	right	right	0.413	correct
201.59	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
204.27	0.6	targetCS+	place	left	left	0.401	correct
208.46	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
211.14	0.6	targetCS+	place	right	right	0.286	correct
216.34	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
219.01	0.6	targetCS+	place	left	left	0.318	correct
225.21	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
227.89	0.6	targetCS-	place	left	left	0.547	correct
231.19	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
233.87	0.6	targetCS-	place	right	right	0.296	correct
237.39	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
250.79	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
253.47	0.6	targetCS-	place	left	n/a	0.888	incorrect
258.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
261.45	0.6	targetCS+	place	right	right	0.224	correct
265.64	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.32	0.6	targetCS-	object	right	right	0.358	correct
