onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
7.51	0.6	targetCS+	object	right	right	0.484	correct
13.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
16.41	0.6	targetCS-	object	right	right	0.375	correct
19.93	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
30.32	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
33	0.6	targetCS-	place	left	left	0.444	correct
37.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
39.88	0.6	targetCS+	object	right	right	0.402	correct
44.08	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
46.76	0.6	targetCS-	place	right	right	0.45	correct
52.96	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
55.64	0.6	targetCS+	place	right	right	0.389	correct
58.84	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
61.52	0.6	targetCS-	object	right	right	0.414	correct
66.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
69.4	0.6	targetCS-	place	left	left	0.719	correct
74.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
77.4	0.6	targetCS-	place	right	right	0.391	correct
83.6	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
86.28	0.6	targetCS+	place	left	left	0.62	correct
89.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.28	0.6	targetCS+	object	left	left	0.519	correct
96.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.27	0.6	targetCS-	object	right	right	0.547	correct
105.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.27	0.6	targetCS-	object	left	right	0.525	incorrect
113.59	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
116.27	0.6	targetCS+	place	right	right	0.768	correct
120.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
123.27	0.6	targetCS-	place	left	left	0.724	correct
126.91	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
137.3	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
139.98	0.6	targetCS-	object	left	right	0.002	incorrect
146.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
148.86	0.6	targetCS+	object	left	left	0.521	correct
152.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
154.86	0.6	targetCS+	object	right	right	0.778	correct
159.17	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
161.86	0.6	targetCS-	place	right	right	0.412	correct
167.06	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
169.74	0.6	targetCS+	object	right	right	0.503	correct
175.05	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
177.74	0.62	targetCS+	place	left	right	0.004	incorrect
180.95	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
183.63	0.6	targetCS+	place	right	right	0.847	correct
189.95	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
192.63	0.6	targetCS+	place	left	left	0.83	correct
196.94	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.63	0.6	targetCS-	object	right	n/a	0.886	incorrect
204.94	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
207.62	0.6	targetCS-	object	left	n/a	0.888	incorrect
213.94	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
216.62	0.6	targetCS+	place	left	right	0.003	incorrect
220.15	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
231.54	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
234.22	0.6	targetCS-	object	left	left	0.319	correct
237.42	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
240.1	0.6	targetCS-	place	right	right	0.355	correct
245.3	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
247.98	0.6	targetCS+	place	right	right	0.42	correct
251.18	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
253.86	0.6	targetCS+	object	left	left	0.318	correct
258.07	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
260.75	0.6	targetCS-	place	left	left	0.379	correct
266.95	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
269.64	0.6	targetCS+	object	left	left	0.273	correct
