onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
8.41	0.6	targetCS-	place	right	right	0.22	correct
13.6	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
16.28	0.6	targetCS+	place	right	right	0.159	correct
20.47	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
23.15	0.6	targetCS-	object	left	left	0.168	correct
26.34	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.02	0.6	targetCS+	place	left	left	0.171	correct
34.21	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
36.89	0.6	targetCS+	object	right	right	0.174	correct
43.43	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
46.11	0.6	targetCS-	place	right	right	0.255	correct
49.63	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
60.38	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
63.06	0.6	targetCS+	place	right	right	0.204	correct
67.28	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.96	0.6	targetCS-	place	left	left	0.365	correct
74.15	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
76.83	0.6	targetCS+	place	left	left	0.158	correct
80.02	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
82.7	0.6	targetCS+	object	right	right	0.209	correct
89.24	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
91.92	0.6	targetCS+	object	left	left	0.233	correct
97.11	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.79	0.6	targetCS+	object	left	left	0.219	correct
105.98	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
108.66	0.6	targetCS-	object	right	right	0.251	correct
112.85	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
115.53	0.6	targetCS+	object	right	right	0.225	correct
121.06	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
123.74	0.6	targetCS-	object	right	right	0.221	correct
126.93	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
129.61	0.6	targetCS+	object	left	left	0.176	correct
133.82	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
136.49	0.6	targetCS-	object	right	right	0.203	correct
140.01	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
150.41	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
153.09	0.6	targetCS+	place	left	left	0.219	correct
158.28	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
160.96	0.6	targetCS+	object	left	left	0.266	correct
167.15	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
169.83	0.6	targetCS+	object	right	right	0.193	correct
175.02	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
177.72	0.6	targetCS-	place	right	right	0.281	correct
180.91	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
183.59	0.6	targetCS-	place	right	right	0.233	correct
189.78	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
192.46	0.6	targetCS-	object	left	left	0.264	correct
196.65	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
199.33	0.6	targetCS+	place	right	right	0.172	correct
205.52	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
208.2	0.6	targetCS-	place	left	left	0.227	correct
213.39	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
216.07	0.6	targetCS-	place	left	left	0.2	correct
220.26	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
222.94	0.6	targetCS+	place	right	right	0.189	correct
226.13	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
228.81	0.6	targetCS-	object	left	left	0.33	correct
234	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
236.68	0.6	targetCS-	place	left	left	0.21	correct
240.87	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
243.55	0.6	targetCS+	place	left	left	0.19	correct
247.07	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
257.46	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
260.14	0.6	targetCS-	object	right	right	0.331	correct
266.33	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
269.01	0.6	targetCS-	object	left	left	0.256	correct
