onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.71	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
7.4	0.6	targetCS-	place	right	right	0.295	correct
10.59	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
13.27	0.6	targetCS-	object	left	left	0.32	correct
19.46	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
22.14	0.6	targetCS+	place	left	left	0.393	correct
25.66	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
37.05	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
39.73	0.6	targetCS-	object	right	right	0.336	correct
43.93	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
46.6	0.6	targetCS+	place	left	left	0.352	correct
49.8	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
52.47	0.6	targetCS+	place	right	right	0.352	correct
57.66	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
60.34	0.6	targetCS+	place	right	right	0.302	correct
66.54	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
69.22	0.6	targetCS-	object	right	right	0.293	correct
73.41	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
76.09	0.6	targetCS+	object	left	left	0.266	correct
82.28	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.96	0.6	targetCS+	object	right	right	0.341	correct
90.17	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
92.85	0.6	targetCS-	place	right	right	0.309	correct
96.04	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
98.71	0.6	targetCS+	place	left	left	0.311	correct
101.9	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
104.58	0.6	targetCS+	object	right	right	0.278	correct
108.78	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
111.47	0.6	targetCS-	place	left	left	0.321	correct
116.66	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
119.34	0.6	targetCS+	object	left	left	0.249	correct
122.86	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
136.26	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
138.94	0.6	targetCS+	object	right	right	0.373	correct
142.13	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
144.81	0.6	targetCS-	object	right	right	0.344	correct
149	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
151.68	0.6	targetCS+	object	left	left	0.334	correct
157.87	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
160.55	0.6	targetCS+	object	left	left	0.292	correct
165.74	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
168.42	0.6	targetCS-	place	left	left	0.381	correct
174.61	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
177.31	0.6	targetCS+	place	right	right	0.308	correct
180.5	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
183.18	0.6	targetCS-	place	right	right	0.345	correct
188.37	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
191.05	0.6	targetCS+	place	left	left	0.301	correct
195.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
197.92	0.6	targetCS-	place	left	left	0.318	correct
202.11	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
204.79	0.6	targetCS-	place	left	left	0.288	correct
209.98	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
212.66	0.6	targetCS-	object	left	left	0.323	correct
215.85	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
218.53	0.6	targetCS-	object	right	right	0.272	correct
224.72	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
227.4	0.6	targetCS+	object	right	right	0.32	correct
230.92	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
242.31	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
244.99	0.6	targetCS-	place	right	right	0.349	correct
248.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
250.88	0.6	targetCS+	place	right	right	0.515	correct
256.19	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
258.88	0.6	targetCS-	object	left	left	0.338	correct
265.07	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
267.75	0.6	targetCS-	object	left	left	0.403	correct
