onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
3.73	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
6.41	0.6	targetCS+	object	right	right	0.54	correct
11.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
14.41	0.6	targetCS+	object	right	right	0.557	correct
17.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
20.4	0.6	targetCS-	object	right	right	0.002	correct
26.6	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
29.3	0.6	targetCS-	place	right	right	0.459	correct
32.5	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
35.18	0.6	targetCS-	object	left	left	0.503	correct
40.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
43.18	0.6	targetCS-	place	left	left	0.506	correct
46.82	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
58.21	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
60.9	0.6	targetCS+	place	right	right	0.831	correct
67.21	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
69.89	0.6	targetCS-	place	left	left	0.509	correct
75.21	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
77.89	0.6	targetCS+	place	left	left	0.485	correct
81.09	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
83.77	0.6	targetCS-	object	left	left	0.486	correct
89.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.65	0.6	targetCS-	place	left	left	0.585	correct
96.97	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
99.67	0.6	targetCS+	object	left	left	0.378	correct
102.86	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
105.54	0.6	targetCS+	object	left	left	0.426	correct
111.74	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
114.43	0.6	targetCS-	object	right	right	0.272	correct
118.62	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
121.31	0.62	targetCS+	object	left	left	0.464	correct
126.52	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
129.22	0.6	targetCS-	object	right	right	0.584	correct
132.53	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
135.23	0.6	targetCS+	place	right	n/a	0.885	incorrect
139.55	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
142.24	0.6	targetCS+	object	left	left	0.503	correct
147.56	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
150.24	0.6	targetCS+	place	left	left	0.503	correct
153.88	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
167.28	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.96	0.6	targetCS-	place	right	right	0.729	correct
175.28	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
177.96	0.6	targetCS+	place	left	left	0.538	correct
181.27	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
183.95	0.6	targetCS+	object	right	right	0.609	correct
190.27	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
192.95	0.6	targetCS+	place	right	right	0.56	correct
197.27	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.95	0.6	targetCS-	place	right	right	0.412	correct
204.15	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
206.83	0.6	targetCS-	object	left	left	0.712	correct
210.14	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
212.82	0.6	targetCS-	object	right	right	0.846	correct
219.14	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
221.82	0.6	targetCS-	place	left	left	0.673	correct
227.14	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
229.82	0.6	targetCS-	object	left	left	0.66	correct
236.14	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
238.82	0.6	targetCS-	place	right	n/a	0.885	incorrect
242.13	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
244.82	0.6	targetCS+	object	right	n/a	0.888	incorrect
248.46	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
259.85	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
262.53	0.6	targetCS+	place	right	right	0.771	correct
267.85	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
270.55	0.6	targetCS+	place	left	left	0.534	correct
