onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
6.11	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
8.79	0.6	targetCS-	object	right	right	0.511	correct
13.16	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
15.84	0.6	targetCS-	place	right	right	0.358	correct
21.03	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
23.71	0.6	targetCS-	place	right	right	0.405	correct
26.9	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.58	0.6	targetCS-	object	left	left	0.36	correct
35.77	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
38.45	0.6	targetCS+	object	right	right	0.345	correct
42.64	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
45.32	0.6	targetCS-	place	left	left	0.375	correct
48.84	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
59.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
61.92	0.6	targetCS-	place	left	left	0.355	correct
67.11	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
69.79	0.6	targetCS-	place	left	left	0.541	correct
76.16	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.84	0.6	targetCS+	place	left	left	0.41	correct
84.03	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
86.71	0.6	targetCS-	object	right	right	0.436	correct
90.9	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.58	0.6	targetCS-	object	left	left	0.331	correct
96.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.45	0.6	targetCS+	place	left	left	0.421	correct
105.64	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
108.32	0.6	targetCS-	place	left	left	0.431	correct
113.52	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
116.19	0.6	targetCS+	object	left	left	0.436	correct
119.39	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
122.06	0.6	targetCS-	object	right	right	0.398	correct
126.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
128.93	0.6	targetCS+	object	left	left	0.315	correct
135.13	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
137.81	0.6	targetCS-	object	left	left	0.249	correct
142	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
144.68	0.6	targetCS+	object	right	right	0.41	correct
149.87	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
152.55	0.6	targetCS+	object	left	left	0.345	correct
156.07	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
166.46	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
169.14	0.6	targetCS-	place	right	right	0.312	correct
175.33	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
178.01	0.6	targetCS+	object	left	left	0.295	correct
182.2	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
184.88	0.6	targetCS+	place	left	left	0.374	correct
188.09	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
190.77	0.6	targetCS+	place	left	left	0.264	correct
195.96	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
198.64	0.6	targetCS-	object	left	left	0.347	correct
204.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
207.51	0.6	targetCS+	place	right	right	0.32	correct
211.7	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
214.38	0.6	targetCS+	place	right	right	0.503	correct
217.69	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
220.37	0.6	targetCS-	object	right	right	0.325	correct
225.56	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
228.24	0.6	targetCS-	place	right	right	0.369	correct
234.43	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
237.11	0.6	targetCS+	object	right	right	0.394	correct
242.3	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
244.98	0.6	targetCS+	place	right	right	0.368	correct
248.5	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
258.89	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
261.57	0.6	targetCS+	object	right	right	0.32	correct
265.76	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.44	0.6	targetCS+	place	right	right	0.388	correct
