onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
7.41	0.6	targetCS-	place	right	right	0.437	correct
11.6	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
14.28	0.6	targetCS-	object	right	right	0.361	correct
17.47	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
20.15	0.6	targetCS-	object	left	left	0.279	correct
26.34	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
29.04	0.6	targetCS-	place	right	right	0.359	correct
32.56	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
42.95	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
45.63	0.6	targetCS-	object	right	right	0.433	correct
49.82	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
52.5	0.6	targetCS-	object	left	left	0.422	correct
57.69	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
60.37	0.62	targetCS-	place	left	left	0.463	correct
66.58	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
69.26	0.6	targetCS-	place	left	left	0.372	correct
75.45	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.13	0.6	targetCS+	place	left	left	0.334	correct
82.32	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
85	0.6	targetCS+	object	right	right	0.477	correct
88.19	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
90.87	0.6	targetCS+	object	right	right	0.544	correct
96.18	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
98.86	0.6	targetCS+	object	right	right	0.36	correct
103.05	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
105.73	0.6	targetCS+	object	right	right	0.437	correct
110.92	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
113.6	0.6	targetCS-	object	left	left	0.398	correct
119.79	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
122.47	0.6	targetCS-	place	left	left	0.391	correct
125.66	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
128.34	0.6	targetCS-	place	left	left	0.367	correct
131.86	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
144.25	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
146.93	0.6	targetCS+	place	right	right	0.369	correct
150.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
152.8	0.6	targetCS+	object	left	left	0.454	correct
159	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
161.68	0.6	targetCS+	object	left	left	0.437	correct
165.87	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
168.55	0.6	targetCS+	object	left	left	0.351	correct
172.74	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
175.42	0.6	targetCS+	place	left	left	0.378	correct
180.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
183.29	0.6	targetCS+	place	right	right	0.329	correct
189.48	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
192.16	0.6	targetCS+	object	left	left	0.432	correct
195.35	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
198.06	0.6	targetCS-	place	right	right	0.355	correct
203.25	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
205.93	0.6	targetCS+	place	right	right	0.381	correct
212.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
214.8	0.6	targetCS+	place	left	left	0.381	correct
217.99	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
220.67	0.6	targetCS-	object	right	right	0.675	correct
224.31	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
235.7	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
238.38	0.6	targetCS-	place	right	right	0.432	correct
243.57	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
246.25	0.6	targetCS-	object	left	left	0.518	correct
250.56	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
253.24	0.6	targetCS+	place	right	right	0.765	correct
259.55	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
262.24	0.6	targetCS+	place	left	left	0.425	correct
265.44	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
268.11	0.6	targetCS-	object	right	right	0.503	correct
