onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.77	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
8.45	0.6	targetCS-	object	right	right	0.326	correct
12.66	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
15.35	0.6	targetCS+	object	left	left	0.23	correct
20.58	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
23.26	0.6	targetCS+	place	right	right	0.336	correct
26.46	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.14	0.6	targetCS+	place	right	right	0.413	correct
33.34	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
36.02	0.6	targetCS+	place	left	left	0.334	correct
39.21	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
41.9	0.6	targetCS+	place	right	right	0.365	correct
45.42	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
58.15	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
60.83	0.6	targetCS+	place	left	left	0.212	correct
67.03	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.71	0.6	targetCS+	object	left	left	0.338	correct
74.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
77.59	0.6	targetCS+	place	left	left	0.289	correct
80.79	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
83.47	0.6	targetCS-	object	left	left	0.294	correct
89.67	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.35	0.6	targetCS+	object	right	right	0.373	correct
96.57	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.25	0.6	targetCS-	place	right	right	0.34	correct
105.45	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.13	0.6	targetCS+	object	right	right	0.361	correct
113.35	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
116.07	0.6	targetCS-	place	left	left	0.335	correct
120.26	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
122.94	0.6	targetCS-	place	right	right	0.334	correct
126.15	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
128.84	0.6	targetCS-	object	left	left	0.312	correct
134.05	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
136.74	0.6	targetCS+	object	left	left	0.334	correct
140.93	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
143.62	0.6	targetCS-	place	left	left	0.34	correct
146.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
149.49	0.6	targetCS-	place	right	right	0.376	correct
153.02	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
166.41	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.1	0.6	targetCS-	object	right	right	0.373	correct
175.3	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
177.98	0.6	targetCS-	object	left	left	0.43	correct
182.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
184.86	0.6	targetCS+	place	right	right	0.306	correct
190.06	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
192.74	0.6	targetCS-	place	left	left	0.312	correct
195.94	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
198.62	0.6	targetCS+	object	right	right	0.343	correct
201.83	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
204.51	0.6	targetCS-	object	right	right	0.441	correct
208.73	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
211.41	0.6	targetCS+	place	left	left	0.299	correct
216.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
219.29	0.6	targetCS-	object	left	left	0.586	correct
225.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
228.29	0.6	targetCS-	place	left	left	0.393	correct
234.49	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
237.17	0.6	targetCS+	object	right	right	0.471	correct
242.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
245.05	0.6	targetCS-	place	right	right	0.422	correct
248.58	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
259.97	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
262.65	0.6	targetCS+	object	left	left	0.36	correct
265.85	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.53	0.6	targetCS-	object	right	right	0.354	correct
