onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
8.4	0.6	targetCS+	object	left	left	0.333	correct
13.59	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
16.27	0.6	targetCS-	place	left	left	0.266	correct
19.79	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
31.19	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
33.87	0.6	targetCS+	place	left	left	0.29	correct
37.06	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
39.74	0.6	targetCS+	place	left	left	0.304	correct
44.93	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
47.61	0.6	targetCS+	place	right	right	0.288	correct
51.8	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
54.48	0.6	targetCS+	object	right	right	0.261	correct
60.67	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
63.35	0.6	targetCS+	object	left	left	0.245	correct
66.54	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
69.22	0.6	targetCS-	place	right	right	0.232	correct
75.41	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
78.09	0.6	targetCS+	place	right	right	0.228	correct
83.28	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
85.96	0.6	targetCS-	object	left	left	0.196	correct
89.15	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
91.83	0.6	targetCS-	place	right	right	0.312	correct
96.02	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
98.7	0.6	targetCS+	object	left	left	0.245	correct
102.89	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
105.57	0.6	targetCS-	object	right	right	0.252	correct
109.09	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
121.48	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
124.16	0.6	targetCS-	object	right	right	0.19	correct
127.35	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
130.03	0.6	targetCS+	object	left	left	0.288	correct
136.22	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
138.9	0.6	targetCS-	place	right	right	0.147	correct
144.1	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
146.77	0.6	targetCS+	object	right	right	0.293	correct
149.97	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
152.64	0.6	targetCS-	place	right	right	0.214	correct
156.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
159.51	0.6	targetCS+	place	right	right	0.229	correct
165.71	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
168.39	0.6	targetCS-	object	left	left	0.268	correct
173.58	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
176.26	0.6	targetCS+	object	right	right	0.236	correct
180.45	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
183.13	0.6	targetCS-	object	left	left	0.207	correct
189.32	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
192.03	0.6	targetCS+	object	right	right	0.188	correct
195.22	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
197.9	0.6	targetCS-	place	left	left	0.319	correct
203.09	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
205.77	0.6	targetCS+	place	left	left	0.258	correct
211.96	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
214.64	0.6	targetCS+	place	left	left	0.196	correct
218.16	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
229.56	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
232.24	0.6	targetCS+	place	right	right	0.322	correct
235.43	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
238.11	0.6	targetCS-	object	right	right	0.298	correct
244.3	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
246.98	0.6	targetCS-	place	left	left	0.277	correct
251.17	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
253.85	0.6	targetCS-	object	right	right	0.242	correct
257.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
259.72	0.6	targetCS-	object	left	left	0.226	correct
264.91	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
267.59	0.6	targetCS-	place	left	left	0.27	correct
