onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
3.73	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
6.43	0.6	targetCS-	place	left	left	0.455	correct
9.63	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
12.31	0.6	targetCS-	object	right	right	0.369	correct
15.83	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
28.23	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
30.91	0.6	targetCS+	place	left	left	0.538	correct
37.24	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
39.93	0.6	targetCS+	object	left	left	0.438	correct
46.13	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
48.81	0.62	targetCS-	place	right	right	0.455	correct
53.02	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
55.71	0.6	targetCS+	place	left	left	0.599	correct
61.02	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
63.7	0.6	targetCS-	place	left	left	0.503	correct
67.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.7	0.62	targetCS+	object	left	left	0.459	correct
75.91	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.6	0.6	targetCS-	object	left	left	0.364	correct
83.8	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
86.48	0.6	targetCS-	object	left	left	0.336	correct
90.67	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.36	0.6	targetCS-	object	left	left	0.416	correct
96.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.23	0.6	targetCS+	place	right	right	0.71	correct
103.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
106.23	0.6	targetCS-	place	left	left	0.554	correct
112.55	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
115.23	0.6	targetCS+	object	right	n/a	0.888	incorrect
118.87	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
131.27	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
133.95	0.6	targetCS-	object	right	right	0.427	correct
137.14	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
139.83	0.6	targetCS+	object	left	n/a	0.886	incorrect
146.14	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
148.83	0.6	targetCS+	object	right	right	0.374	correct
152.02	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
154.7	0.6	targetCS-	object	right	right	0.375	correct
158.9	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
161.58	0.6	targetCS+	place	left	left	0.002	correct
166.78	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.46	0.6	targetCS-	place	left	left	0.002	correct
173.66	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
176.34	0.6	targetCS-	object	right	left	0.003	incorrect
179.54	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
182.22	0.6	targetCS-	object	left	left	0.004	correct
187.42	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
190.1	0.6	targetCS+	object	right	left	0.002	incorrect
196.3	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.98	0.6	targetCS+	place	left	left	0.003	correct
203.18	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
205.86	0.6	targetCS+	place	right	left	0.002	incorrect
211.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
213.75	0.6	targetCS-	place	right	left	0.004	incorrect
219.95	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
222.63	0.6	targetCS+	place	right	left	0.003	incorrect
226.15	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
236.54	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
239.22	0.6	targetCS+	place	right	left	0.002	incorrect
244.42	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
247.11	0.6	targetCS+	object	left	left	0.004	correct
250.3	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
252.98	0.6	targetCS-	place	right	left	0.002	incorrect
257.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
259.86	0.6	targetCS+	object	right	left	0.003	incorrect
266.08	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.76	0.6	targetCS-	place	right	left	0.002	incorrect
