onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
6.06	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
8.75	0.6	targetCS-	object	right	right	0.452	correct
12.96	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
15.64	0.6	targetCS+	object	left	left	0.425	correct
20.87	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
23.56	0.6	targetCS+	place	right	right	0.229	correct
26.77	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.45	0.6	targetCS+	place	right	right	0.403	correct
33.65	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
36.33	0.6	targetCS+	place	left	left	0.288	correct
39.52	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
42.21	0.6	targetCS+	place	right	right	0.25	correct
45.73	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
58.13	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
60.81	0.6	targetCS+	place	left	left	0.348	correct
67.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.69	0.6	targetCS+	object	left	left	0.482	correct
74.89	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
77.57	0.6	targetCS+	place	left	left	0.363	correct
80.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
83.45	0.6	targetCS-	object	left	left	0.68	correct
89.77	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.45	0.6	targetCS+	object	right	right	0.267	correct
96.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.33	0.6	targetCS-	place	right	right	0.459	correct
105.53	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.21	0.6	targetCS+	object	right	right	0.388	correct
113.41	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
116.09	0.6	targetCS-	place	left	left	0.279	correct
120.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
122.97	0.6	targetCS-	place	right	right	0.267	correct
126.18	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
128.87	0.6	targetCS-	object	left	left	0.324	correct
134.07	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
136.75	0.6	targetCS+	object	left	left	0.556	correct
141.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
143.74	0.6	targetCS-	place	left	left	0.432	correct
146.94	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
149.62	0.6	targetCS-	place	right	right	0.365	correct
153.14	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
166.54	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.22	0.6	targetCS-	object	right	right	0.434	correct
175.43	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
178.11	0.6	targetCS-	object	left	left	0.316	correct
182.3	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
184.99	0.6	targetCS+	place	right	right	0.303	correct
190.18	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
192.87	0.6	targetCS-	place	left	left	0.358	correct
196.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.74	0.6	targetCS+	object	right	right	0.466	correct
201.94	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
204.62	0.6	targetCS-	object	right	right	0.379	correct
208.84	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
211.52	0.6	targetCS+	place	left	left	0.248	correct
216.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
219.42	0.62	targetCS-	object	left	left	0.374	correct
225.63	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
228.31	0.6	targetCS-	place	left	left	0.349	correct
234.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
237.52	0.6	targetCS+	object	right	right	0.524	correct
242.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
245.51	0.6	targetCS-	place	right	right	0.427	correct
249.04	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
260.43	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
263.11	0.6	targetCS+	object	left	left	0.296	correct
266.31	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
268.99	0.6	targetCS-	object	right	right	0.262	correct
