onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.09	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
6.78	0.6	targetCS+	object	left	left	0.377	correct
11.98	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
14.66	0.6	targetCS-	object	right	right	0.415	correct
20.86	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
23.55	0.6	targetCS+	object	right	right	0.405	correct
26.74	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
29.42	0.6	targetCS-	place	right	right	0.342	correct
32.95	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
43.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
46.04	0.6	targetCS-	place	left	left	0.337	correct
52.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
54.92	0.6	targetCS-	object	left	left	0.305	correct
59.13	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
61.82	0.6	targetCS+	place	right	right	0.365	correct
67.03	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
69.71	0.6	targetCS+	place	right	right	0.336	correct
72.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
75.59	0.6	targetCS+	object	left	left	0.339	correct
81.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
84.49	0.6	targetCS+	object	right	right	0.328	correct
88.69	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
91.37	0.6	targetCS+	place	right	right	0.358	correct
96.57	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.25	0.6	targetCS-	object	right	right	0.474	correct
103.45	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
106.13	0.6	targetCS-	place	right	right	0.369	correct
112.33	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
115.01	0.6	targetCS-	object	left	left	0.476	correct
120.21	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
122.9	0.6	targetCS-	place	left	left	0.375	correct
126.42	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
136.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
139.49	0.6	targetCS-	object	left	left	0.565	correct
143.81	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
146.49	0.6	targetCS+	place	right	right	0.372	correct
149.68	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
152.37	0.6	targetCS+	place	left	left	0.444	correct
158.57	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
161.25	0.6	targetCS-	object	right	right	0.368	correct
166.45	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.13	0.6	targetCS-	place	left	left	0.389	correct
174.33	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
177.01	0.6	targetCS-	object	right	right	0.247	correct
180.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
182.92	0.6	targetCS+	object	right	n/a	0.885	incorrect
187.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
189.94	0.6	targetCS-	place	left	left	0.215	correct
196.15	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.83	0.6	targetCS+	place	left	left	0.338	correct
202.03	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
204.71	0.6	targetCS-	place	right	right	0.247	correct
209.93	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
212.61	0.6	targetCS+	place	left	left	0.317	correct
216.81	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
219.49	0.6	targetCS+	object	left	left	0.257	correct
223.01	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
236.41	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
239.09	0.6	targetCS-	object	left	left	0.288	correct
242.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
244.97	0.6	targetCS-	place	right	right	0.257	correct
249.17	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
251.85	0.6	targetCS+	place	left	n/a	0.886	incorrect
257.16	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
259.85	0.6	targetCS+	object	right	right	0.208	correct
266.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
268.75	0.6	targetCS+	object	left	left	0.228	correct
