onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.06	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
6.75	0.6	targetCS-	object	left	left	0.361	correct
9.96	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
12.64	0.6	targetCS+	place	right	right	0.24	correct
17.84	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
20.52	0.6	targetCS-	place	left	left	0.267	correct
26.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.42	0.6	targetCS+	object	left	left	0.303	correct
33.95	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
36.63	0.6	targetCS-	object	right	right	0.236	correct
40.16	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
53.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
56.24	0.6	targetCS-	place	right	right	0.405	correct
61.43	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
64.12	0.6	targetCS-	place	left	left	0.357	correct
67.31	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
70.01	0.6	targetCS-	object	left	left	0.312	correct
76.21	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
78.89	0.6	targetCS+	object	right	right	0.382	correct
82.09	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.77	0.6	targetCS+	object	left	left	0.321	correct
89.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.65	0.6	targetCS+	object	right	right	0.28	correct
96.85	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.53	0.6	targetCS-	object	right	right	0.366	correct
102.73	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
105.41	0.6	targetCS-	place	left	left	0.299	correct
109.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
112.31	0.6	targetCS+	place	right	right	0.331	correct
118.5	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
121.19	0.6	targetCS-	place	right	right	0.253	correct
126.39	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
129.07	0.6	targetCS-	object	right	right	0.369	correct
134.27	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
136.95	0.6	targetCS-	place	right	right	0.323	correct
140.47	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
152.2	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
154.88	0.6	targetCS+	place	left	left	0.383	correct
161.08	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
163.77	0.6	targetCS+	place	left	left	0.406	correct
166.96	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
169.64	0.6	targetCS-	object	left	left	0.326	correct
172.84	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
175.52	0.6	targetCS-	place	right	right	0.328	correct
181.72	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
184.41	0.6	targetCS-	place	left	left	0.275	correct
189.6	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
192.29	0.6	targetCS+	place	right	right	0.292	correct
196.48	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
199.16	0.6	targetCS-	object	left	left	0.792	correct
202.48	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
205.16	0.6	targetCS-	object	right	right	0.375	correct
209.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
212.04	0.6	targetCS+	place	left	left	0.503	correct
217.36	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
220.04	0.6	targetCS+	object	left	left	0.422	correct
226.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
228.92	0.6	targetCS+	object	left	n/a	0.886	incorrect
232.23	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
234.91	0.6	targetCS+	place	left	left	0.522	correct
239.23	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
241.91	0.6	targetCS+	place	right	right	0.362	correct
245.43	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
257.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
260.51	0.6	targetCS+	object	right	right	0.67	correct
266.83	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
269.51	0.6	targetCS+	object	right	right	0.411	correct
