onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
7.42	0.6	targetCS+	object	left	left	0.706	correct
10.73	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
13.42	0.62	targetCS-	object	right	right	0.52	correct
17.73	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
20.41	0.6	targetCS-	place	left	left	0.504	correct
26.73	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.41	0.62	targetCS+	place	right	right	0.599	correct
33.05	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
43.45	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
46.13	0.6	targetCS+	object	right	right	0.567	correct
52.44	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
55.13	0.6	targetCS+	place	right	right	0.523	correct
60.44	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
63.12	0.6	targetCS+	object	right	right	0.002	correct
67.32	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
70	0.6	targetCS+	place	left	right	0.002	incorrect
76.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
78.89	0.6	targetCS+	object	left	left	0.543	correct
84.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
86.89	0.6	targetCS-	object	left	left	0.582	correct
91.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.88	0.6	targetCS+	object	right	right	0.544	correct
97.19	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.88	0.6	targetCS-	object	right	right	0.416	correct
105.07	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
107.76	0.6	targetCS+	object	left	left	0.453	correct
111.95	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
114.64	0.6	targetCS+	place	left	left	0.575	correct
120.95	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
123.64	0.6	targetCS-	place	left	left	0.531	correct
127.28	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
137.67	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
140.35	0.6	targetCS-	place	right	right	0.59	correct
145.66	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
148.35	0.6	targetCS-	object	left	left	0.596	correct
154.66	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
157.35	0.6	targetCS+	object	right	n/a	0.887	incorrect
161.66	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
164.34	0.6	targetCS+	place	left	left	0.526	correct
167.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
170.66	0.6	targetCS+	place	right	right	0.68	correct
175.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
178.65	0.6	targetCS-	object	right	right	0.627	correct
181.97	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
184.65	0.6	targetCS-	place	right	right	0.551	correct
190.97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
193.65	0.6	targetCS-	place	left	left	0.536	correct
198.29	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
200.98	0.6	targetCS-	place	left	left	0.423	correct
206.18	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
208.86	0.6	targetCS-	object	right	right	0.436	correct
213.06	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
215.74	0.6	targetCS+	place	right	right	0.767	correct
222.07	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
224.75	0.6	targetCS-	place	right	right	0.732	correct
228.08	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
230.77	0.6	targetCS+	place	left	left	0.769	correct
234.41	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
245.8	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
248.48	0.6	targetCS-	place	right	right	0.699	correct
254.8	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
257.48	0.6	targetCS-	object	left	left	0.698	correct
260.79	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
263.48	0.6	targetCS-	object	left	left	0.868	correct
268.79	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
271.47	0.6	targetCS+	object	left	left	0.762	correct
