onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.8	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
8.49	0.6	targetCS+	place	right	right	0.444	correct
13.71	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
16.39	0.6	targetCS-	object	left	left	0.303	correct
19.59	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
22.27	0.6	targetCS-	object	left	left	0.264	correct
26.47	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.15	0.6	targetCS+	object	right	right	0.221	correct
32.67	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
46.07	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
48.75	0.6	targetCS+	object	right	right	0.28	correct
52.95	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
55.63	0.6	targetCS-	place	right	right	0.239	correct
60.83	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
63.51	0.6	targetCS+	object	left	left	0.309	correct
66.71	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.39	0.6	targetCS+	object	left	left	0.266	correct
72.58	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
75.27	0.6	targetCS+	place	right	right	0.232	correct
81.47	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.15	0.6	targetCS+	object	left	left	0.182	correct
89.35	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.03	0.6	targetCS-	place	left	left	0.225	correct
96.23	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
98.91	0.6	targetCS-	place	right	right	0.215	correct
105.11	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.79	0.6	targetCS+	place	left	left	0.22	correct
110.99	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
113.67	0.6	targetCS+	object	right	right	0.259	correct
117.87	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
120.55	0.6	targetCS-	place	right	right	0.244	correct
125.75	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
128.43	0.6	targetCS-	place	left	left	0.249	correct
131.95	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
145.35	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
148.05	0.6	targetCS+	place	left	left	0.206	correct
152.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
154.93	0.6	targetCS+	place	left	left	0.31	correct
158.12	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
160.81	0.6	targetCS+	place	right	right	0.246	correct
166.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
168.69	0.6	targetCS-	place	left	left	0.264	correct
172.89	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
175.57	0.6	targetCS-	object	right	right	0.232	correct
180.77	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
183.45	0.6	targetCS-	object	right	right	0.215	correct
186.64	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
189.33	0.6	targetCS+	place	left	left	0.255	correct
195.53	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.21	0.6	targetCS+	object	right	right	0.238	correct
203.41	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
206.09	0.6	targetCS+	place	right	right	0.308	correct
209.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
211.97	0.6	targetCS-	object	right	right	0.242	correct
216.16	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
218.85	0.6	targetCS-	object	right	right	0.229	correct
225.05	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
227.73	0.6	targetCS-	place	left	left	0.262	correct
233.93	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
236.61	0.6	targetCS-	object	left	left	0.351	correct
240.14	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
250.53	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
253.21	0.6	targetCS-	place	right	right	0.266	correct
257.41	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
260.09	0.6	targetCS-	object	left	left	0.303	correct
265.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
267.97	0.6	targetCS+	object	left	left	0.314	correct
