onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
3.74	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
6.43	0.6	targetCS+	object	left	left	0.254	correct
11.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
14.3	0.6	targetCS-	place	left	left	0.289	correct
17.49	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
20.17	0.6	targetCS-	place	right	right	0.236	correct
26.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.04	0.6	targetCS+	place	right	right	0.281	correct
34.58	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
37.26	0.6	targetCS+	object	right	right	0.235	correct
40.78	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
54.17	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
56.85	0.6	targetCS-	object	left	left	0.3	correct
61.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
63.72	0.6	targetCS+	place	left	left	0.331	correct
66.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.59	0.6	targetCS-	object	right	right	0.276	correct
72.78	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
75.46	0.6	targetCS+	object	right	right	0.502	correct
81.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.45	0.6	targetCS+	object	left	left	0.235	correct
89.64	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
92.32	0.6	targetCS-	object	right	right	0.306	correct
96.51	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
99.19	0.6	targetCS-	object	left	left	0.248	correct
104.38	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.06	0.6	targetCS+	object	left	left	0.269	correct
113.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
115.93	0.6	targetCS+	object	right	right	0.321	correct
119.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
121.8	0.6	targetCS+	place	right	right	0.239	correct
125.99	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
128.67	0.6	targetCS-	object	left	left	0.35	correct
131.86	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
134.54	0.6	targetCS+	place	left	left	0.307	correct
139.73	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
142.41	0.6	targetCS-	object	right	right	0.242	correct
145.93	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
157.33	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
160.01	0.6	targetCS-	place	left	left	0.339	correct
166.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
168.88	0.6	targetCS-	place	left	left	0.358	correct
172.07	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
174.75	0.6	targetCS+	place	right	right	0.307	correct
180.94	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
183.62	0.6	targetCS+	object	left	left	0.312	correct
187.81	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
190.49	0.6	targetCS-	place	right	right	0.357	correct
195.68	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.36	0.6	targetCS-	place	right	right	0.296	correct
203.55	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
206.23	0.6	targetCS+	place	left	left	0.257	correct
210.42	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
213.1	0.6	targetCS-	object	right	right	0.242	correct
219.29	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
221.97	0.6	targetCS+	object	right	right	0.223	correct
225.16	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
227.86	0.6	targetCS-	object	left	left	0.335	correct
232.07	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
234.75	0.6	targetCS-	place	right	right	0.36	correct
239.94	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
242.62	0.6	targetCS+	place	right	right	0.327	correct
246.13	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
259.53	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
262.21	0.6	targetCS-	place	left	left	0.315	correct
265.4	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
268.08	0.6	targetCS+	place	left	left	0.333	correct
