onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
3.74	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
6.42	0.6	targetCS+	object	right	right	0.418	correct
11.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
14.3	0.6	targetCS+	object	right	right	0.636	correct
17.61	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
20.29	0.6	targetCS-	object	right	right	0.655	correct
26.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.29	0.6	targetCS-	place	right	right	0.386	correct
32.49	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
35.17	0.6	targetCS-	object	left	right	0.355	incorrect
40.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
43.05	0.6	targetCS-	place	left	left	0.399	correct
46.57	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
57.97	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
60.65	0.6	targetCS+	place	right	right	0.395	correct
66.85	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
69.53	0.6	targetCS-	place	left	left	0.394	correct
74.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
77.42	0.6	targetCS+	place	left	left	0.413	correct
80.61	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
83.29	0.6	targetCS-	object	left	left	0.51	correct
89.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
92.29	0.6	targetCS-	place	left	left	0.313	correct
96.49	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.17	0.6	targetCS+	object	left	left	0.766	correct
102.48	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
105.17	0.6	targetCS+	object	left	left	0.421	correct
111.37	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
114.05	0.6	targetCS-	object	right	right	0.397	correct
118.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
120.93	0.6	targetCS+	object	left	left	0.384	correct
126.13	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
128.81	0.6	targetCS-	object	right	right	0.409	correct
132	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
134.69	0.6	targetCS+	place	right	right	0.484	correct
138.88	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
141.57	0.6	targetCS+	object	left	left	0.419	correct
146.76	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
149.45	0.6	targetCS+	place	left	left	0.374	correct
152.97	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
166.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.05	0.6	targetCS-	place	right	right	0.331	correct
174.25	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
176.93	0.6	targetCS+	place	left	left	0.322	correct
180.13	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
182.81	0.6	targetCS+	object	right	n/a	0.888	incorrect
189.12	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
191.81	0.6	targetCS+	place	right	right	0.359	correct
196	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.69	0.6	targetCS-	place	right	right	0.604	correct
203	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
205.68	0.6	targetCS-	object	left	left	0.38	correct
208.88	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
211.56	0.6	targetCS-	object	right	right	0.374	correct
217.76	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
220.44	0.6	targetCS-	place	left	left	0.582	correct
225.76	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
228.44	0.6	targetCS-	object	left	left	0.373	correct
234.64	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
237.33	0.6	targetCS-	place	right	right	0.413	correct
240.52	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
243.2	0.6	targetCS+	object	right	right	0.456	correct
246.73	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
258.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
260.8	0.6	targetCS+	place	right	left	0.341	incorrect
266	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
268.68	0.6	targetCS+	place	left	left	0.575	correct
