onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
6.2	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
8.89	0.63	targetCS+	object	left	left	0.462	correct
13.14	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
15.81	0.6	targetCS-	object	left	left	0.364	correct
21	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
23.68	0.6	targetCS+	object	right	right	0.372	correct
26.87	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.55	0.6	targetCS+	object	right	right	0.353	correct
32.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
35.42	0.6	targetCS+	place	right	right	0.326	correct
38.94	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
52.34	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
55.02	0.6	targetCS+	object	left	left	0.321	correct
60.21	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
62.89	0.6	targetCS+	object	left	left	0.476	correct
67.08	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
69.76	0.6	targetCS-	place	left	left	0.342	correct
75.95	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
78.63	0.6	targetCS-	place	left	left	0.281	correct
81.82	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
84.5	0.6	targetCS-	place	right	right	0.274	correct
88.69	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
91.37	0.6	targetCS-	place	right	right	0.237	correct
96.56	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
99.24	0.6	targetCS+	place	right	right	0.277	correct
105.43	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.11	0.6	targetCS+	place	left	left	0.275	correct
112.3	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
114.98	0.6	targetCS+	place	left	left	0.362	correct
118.17	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
120.85	0.6	targetCS+	place	left	left	0.237	correct
126.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
128.72	0.6	targetCS+	place	right	right	0.333	correct
132.91	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
135.59	0.6	targetCS-	place	left	left	0.24	correct
139.11	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
151.51	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
154.19	0.6	targetCS+	object	right	right	0.315	correct
157.38	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
160.07	0.6	targetCS+	object	right	right	0.316	correct
166.26	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
168.94	0.6	targetCS-	place	right	right	0.24	correct
174.14	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
176.81	0.6	targetCS+	place	right	right	0.242	correct
180	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
182.68	0.6	targetCS-	object	right	right	0.196	correct
186.87	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
189.55	0.6	targetCS-	object	right	right	0.26	correct
195.75	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.43	0.6	targetCS-	object	left	left	0.253	correct
204.62	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
207.3	0.6	targetCS+	place	left	left	0.285	correct
210.49	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
213.17	0.6	targetCS-	object	left	left	0.394	correct
217.36	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
220.05	0.6	targetCS-	object	left	left	0.297	correct
225.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
227.92	0.6	targetCS-	place	right	right	0.231	correct
231.44	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
241.84	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
244.52	0.6	targetCS+	object	left	left	0.326	correct
248.71	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
251.39	0.6	targetCS-	object	right	right	0.304	correct
256.58	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
259.26	0.6	targetCS-	place	left	left	0.268	correct
265.45	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
268.13	0.6	targetCS-	object	right	right	0.282	correct
