onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.39	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
8.07	0.6	targetCS+	object	left	n/a	0.888	incorrect
13.38	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
16.06	0.6	targetCS-	place	right	right	0.722	correct
19.37	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
22.05	0.6	targetCS+	place	right	n/a	0.888	incorrect
25.68	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
37.08	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
39.76	0.6	targetCS-	place	left	n/a	0.888	incorrect
46.07	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
48.75	0.6	targetCS-	place	right	right	0.675	correct
53.06	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
55.75	0.6	targetCS-	object	left	left	0.638	correct
61.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
63.74	0.6	targetCS+	place	left	left	0.616	correct
67.04	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
69.72	0.6	targetCS+	place	left	left	0.48	correct
75.92	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
78.6	0.6	targetCS+	object	right	right	0.506	correct
82.9	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
85.58	0.6	targetCS+	object	left	left	0.445	correct
88.77	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
91.45	0.6	targetCS+	object	right	n/a	0.887	incorrect
96.76	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.44	0.6	targetCS+	object	left	left	0.35	correct
105.63	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
108.31	0.6	targetCS+	object	right	right	0.506	correct
112.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
115.3	0.6	targetCS-	object	left	n/a	0.886	incorrect
118.93	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
129.33	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
132.01	0.6	targetCS+	place	left	left	0.584	correct
137.31	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
139.99	0.6	targetCS+	object	right	n/a	0.888	incorrect
146.3	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
148.98	0.6	targetCS-	place	left	n/a	0.886	incorrect
154.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
156.97	0.6	targetCS+	object	left	left	0.594	correct
160.28	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
162.96	0.6	targetCS-	object	left	n/a	0.888	incorrect
167.28	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
169.96	0.6	targetCS-	object	right	right	0.689	correct
175.27	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
177.95	0.6	targetCS+	place	right	right	0.469	correct
182.14	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
184.82	0.6	targetCS-	place	left	left	0.642	correct
188.12	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
190.8	0.6	targetCS+	place	left	n/a	0.886	incorrect
197.11	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.79	0.6	targetCS-	place	left	n/a	0.888	incorrect
203.1	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
205.78	0.6	targetCS-	object	right	right	0.885	correct
212.09	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
214.77	0.6	targetCS-	place	right	right	0.545	correct
218.4	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
230.8	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
233.48	0.6	targetCS+	place	right	n/a	0.888	incorrect
237.78	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
240.46	0.6	targetCS+	place	right	right	0.502	correct
244.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
247.45	0.6	targetCS-	object	right	n/a	0.888	incorrect
250.76	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
253.44	0.6	targetCS-	object	right	right	0.538	correct
259.75	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
262.42	0.6	targetCS-	object	left	left	0.689	correct
267.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
270.41	0.6	targetCS-	place	right	right	0.551	correct
