onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.88	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
7.57	0.6	targetCS+	object	right	right	0.383	correct
13.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
16.51	0.6	targetCS-	object	right	right	0.475	correct
20.03	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
30.75	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
33.44	0.6	targetCS-	place	left	left	0.592	correct
37.75	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
40.43	0.6	targetCS+	object	right	right	0.56	correct
44.76	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
47.45	0.6	targetCS-	place	right	right	0.403	correct
53.68	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
56.36	0.6	targetCS+	place	right	right	0.773	correct
60.21	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
62.89	0.6	targetCS-	object	right	right	0.802	correct
68.22	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
70.91	0.6	targetCS-	place	left	left	0.784	correct
76.24	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.92	0.6	targetCS-	place	right	right	0.687	correct
85.25	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
87.94	0.6	targetCS+	place	left	left	0.822	correct
91.26	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
93.95	0.6	targetCS+	object	left	left	0.723	correct
98.26	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
100.94	0.6	targetCS-	object	right	right	0.668	correct
107.28	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
109.96	0.6	targetCS-	object	left	left	0.816	correct
115.29	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
117.98	0.6	targetCS+	place	right	right	0.603	correct
122.29	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
124.97	0.6	targetCS-	place	left	left	0.512	correct
128.61	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
139	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
141.69	0.6	targetCS-	object	left	left	0.485	correct
147.89	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
150.57	0.6	targetCS+	object	left	left	0.673	correct
153.88	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
156.56	0.6	targetCS+	object	right	right	0.467	correct
160.76	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
163.44	0.6	targetCS-	place	right	right	0.787	correct
168.76	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
171.44	0.62	targetCS+	object	right	right	0.399	correct
176.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
179.34	0.6	targetCS+	place	left	left	0.593	correct
182.66	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
185.35	0.6	targetCS+	place	right	right	0.525	correct
191.68	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
194.37	0.6	targetCS+	place	left	left	0.581	correct
199.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
201.7	0.6	targetCS-	object	right	right	0.538	correct
207.01	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
209.69	0.6	targetCS-	object	left	left	0.566	correct
216.03	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
218.71	0.6	targetCS+	place	left	left	0.807	correct
222.35	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
233.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
236.43	0.6	targetCS-	object	left	left	0.604	correct
239.76	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
242.44	0.6	targetCS-	place	right	right	0.469	correct
247.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
250.33	0.6	targetCS+	place	right	right	0.662	correct
253.66	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
256.35	0.6	targetCS+	object	left	left	0.607	correct
260.68	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
263.36	0.6	targetCS-	place	left	left	0.506	correct
269.68	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
272.36	0.6	targetCS+	object	left	left	0.67	correct
