onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.42	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
7.1	0.6	targetCS-	object	left	left	0.271	correct
10.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
12.98	0.6	targetCS+	object	right	right	0.467	correct
19.51	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
22.2	0.6	targetCS-	place	left	left	0.383	correct
26.41	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.09	0.6	targetCS-	object	right	right	0.36	correct
35.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
37.98	0.6	targetCS+	object	left	left	0.293	correct
41.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
43.89	0.6	targetCS+	place	left	left	0.258	correct
47.41	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
59.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
62.5	0.6	targetCS-	object	right	right	0.22	correct
66.72	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.4	0.6	targetCS+	object	left	left	0.431	correct
75.63	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.32	0.6	targetCS+	object	left	left	0.202	correct
81.51	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
84.19	0.6	targetCS+	object	left	left	0.22	correct
88.42	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
91.11	0.6	targetCS-	place	right	right	0.269	correct
96.32	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99	0.6	targetCS+	object	right	right	0.417	correct
105.22	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.9	0.6	targetCS+	place	right	right	0.282	correct
112.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
114.8	0.6	targetCS+	object	right	right	0.342	correct
117.99	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
120.68	0.6	targetCS-	object	left	left	0.35	correct
125.89	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
128.58	0.6	targetCS-	place	right	right	0.188	correct
134.77	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
137.46	0.6	targetCS-	place	left	left	0.353	correct
140.98	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
151.39	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
154.07	0.6	targetCS-	place	right	right	0.195	correct
159.27	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
161.95	0.6	targetCS-	object	right	right	0.337	correct
166.15	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
168.83	0.6	targetCS+	object	right	right	0.281	correct
173.06	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
175.75	0.6	targetCS-	place	left	left	0.426	correct
181.96	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
184.64	0.6	targetCS+	place	right	right	0.191	correct
187.86	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
190.54	0.6	targetCS-	object	left	left	0.284	correct
195.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.42	0.6	targetCS+	place	left	left	0.225	correct
201.61	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
204.3	0.6	targetCS+	place	left	left	0.339	correct
210.5	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
213.18	0.6	targetCS+	place	left	left	0.262	correct
217.38	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
220.06	0.6	targetCS+	place	right	right	0.374	correct
225.26	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
227.94	0.6	targetCS-	object	left	left	0.244	correct
232.14	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
234.82	0.6	targetCS-	object	right	right	0.207	correct
238.34	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
251.74	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
254.42	0.6	targetCS-	place	left	left	0.245	correct
257.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
260.3	0.6	targetCS+	place	right	right	0.35	correct
265.5	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.18	0.6	targetCS-	place	right	right	0.339	correct
