onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.77	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
7.45	0.6	targetCS-	place	left	left	0.341	correct
11.68	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
14.38	0.6	targetCS+	object	left	left	0.282	correct
17.6	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
20.28	0.6	targetCS-	object	right	right	0.203	correct
23.8	8.19	boostShock	n/a	n/a	n/a	n/a	n/a
37.2	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
39.89	0.6	targetCS+	object	left	left	0.315	correct
44.13	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
46.81	0.6	targetCS+	place	left	left	0.284	correct
50.04	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
52.72	0.6	targetCS+	place	left	left	0.246	correct
58.93	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
61.61	0.6	targetCS+	object	left	left	0.204	correct
66.82	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
69.52	0.6	targetCS-	object	left	left	0.26	correct
75.76	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.44	0.6	targetCS+	object	right	right	0.283	correct
81.67	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.35	0.6	targetCS-	place	right	right	0.291	correct
89.54	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
92.22	0.6	targetCS-	place	left	left	0.271	correct
96.43	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.11	0.6	targetCS+	place	left	left	0.231	correct
105.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.04	0.6	targetCS+	place	right	right	0.263	correct
111.25	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
113.93	0.6	targetCS-	place	right	right	0.389	correct
118.15	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
120.83	0.6	targetCS-	object	left	left	0.26	correct
124.35	8.19	boostShock	n/a	n/a	n/a	n/a	n/a
136.77	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
139.45	0.6	targetCS+	place	left	left	0.361	correct
143.68	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
146.36	0.6	targetCS+	place	right	right	0.365	correct
149.59	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
152.26	0.6	targetCS+	place	right	right	0.248	correct
158.48	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
161.16	0.6	targetCS-	place	right	right	0.283	correct
166.39	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
169.07	0.6	targetCS-	object	right	right	0.245	correct
174.29	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
176.97	0.6	targetCS-	place	left	left	0.356	correct
181.2	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
183.88	0.6	targetCS+	object	right	right	0.291	correct
187.09	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
189.77	0.6	targetCS-	object	right	right	0.266	correct
195.96	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
198.64	0.6	targetCS+	object	left	left	0.286	correct
201.85	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
204.53	0.6	targetCS-	object	left	left	0.335	correct
208.76	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
211.44	0.6	targetCS+	object	right	right	0.297	correct
217.67	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
220.35	0.6	targetCS-	place	left	left	0.283	correct
225.61	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
228.29	0.6	targetCS-	object	left	left	0.355	correct
231.81	8.19	boostShock	n/a	n/a	n/a	n/a	n/a
245.23	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
247.91	0.6	targetCS-	object	right	right	0.362	correct
253.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
255.8	0.6	targetCS+	object	right	right	0.325	correct
260.03	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
262.71	0.6	targetCS+	place	right	right	0.264	correct
265.93	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
268.61	0.6	targetCS-	place	right	right	0.207	correct
