onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
3.91	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
6.59	0.68	targetCS+	object	right	right	0.258	correct
9.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
12.59	0.6	targetCS+	object	right	right	0.277	correct
18.82	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
21.5	0.6	targetCS-	place	right	right	0.228	correct
26.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.41	0.6	targetCS-	object	right	right	0.232	correct
33.6	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
36.28	0.6	targetCS+	object	left	left	0.219	correct
39.8	8.19	boostShock	n/a	n/a	n/a	n/a	n/a
50.22	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
52.9	0.6	targetCS-	place	right	right	0.356	correct
59.13	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
61.81	0.6	targetCS+	place	left	left	0.333	correct
67.04	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.72	0.6	targetCS-	object	left	left	0.234	correct
75.95	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.63	0.6	targetCS-	place	left	left	0.26	correct
81.85	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
84.53	0.6	targetCS-	object	left	left	0.166	correct
89.74	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
92.42	0.6	targetCS+	place	right	right	0.19	correct
96.68	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.36	0.6	targetCS-	object	left	left	0.206	correct
103.59	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
106.27	0.6	targetCS+	place	right	right	0.272	correct
111.5	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
114.18	0.6	targetCS-	object	right	right	0.239	correct
117.39	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
120.07	0.6	targetCS-	object	right	right	0.167	correct
126.29	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
128.98	0.6	targetCS+	object	right	right	0.264	correct
133.19	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
135.87	0.6	targetCS-	place	right	right	0.216	correct
139.09	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
141.77	0.6	targetCS+	place	right	right	0.232	correct
145.29	8.19	boostShock	n/a	n/a	n/a	n/a	n/a
157.68	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
160.36	0.6	targetCS-	place	left	left	0.332	correct
166.55	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
169.23	0.6	targetCS+	place	left	left	0.297	correct
174.44	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
177.12	0.6	targetCS+	place	right	right	0.259	correct
181.33	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
184.03	0.6	targetCS+	place	left	left	0.29	correct
187.24	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
189.92	0.6	targetCS+	place	left	left	0.335	correct
196.13	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.81	0.6	targetCS+	object	right	right	0.273	correct
203.04	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
205.72	0.6	targetCS-	object	left	left	0.432	correct
208.93	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
211.61	0.6	targetCS+	object	left	left	0.277	correct
217.84	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
220.52	0.6	targetCS-	place	right	right	0.349	correct
225.71	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
228.39	0.6	targetCS+	object	left	left	0.28	correct
233.6	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
236.28	0.6	targetCS-	object	right	right	0.242	correct
242.51	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
245.19	0.6	targetCS-	place	left	left	0.293	correct
248.71	8.19	boostShock	n/a	n/a	n/a	n/a	n/a
259.13	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
261.81	0.6	targetCS+	object	left	left	0.322	correct
266	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.68	0.6	targetCS-	place	left	right	0.297	incorrect
