onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
2.72	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
5.41	0.6	targetCS+	place	right	right	0.495	correct
10.6	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
13.28	0.6	targetCS+	place	right	right	0.457	correct
19.47	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
22.15	0.6	targetCS-	object	right	right	0.426	correct
26.35	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
29.02	0.6	targetCS+	place	left	left	0.402	correct
33.22	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
35.89	0.6	targetCS-	place	right	right	0.348	correct
42.09	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
44.77	0.6	targetCS-	place	right	right	0.341	correct
48.28	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
58.68	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
61.36	0.6	targetCS-	place	left	right	0.371	incorrect
66.55	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.23	0.6	targetCS-	object	left	left	0.431	correct
74.82	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
77.5	0.6	targetCS+	object	right	right	0.445	correct
80.69	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
83.37	0.6	targetCS-	place	left	left	0.393	correct
89.56	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
92.24	0.6	targetCS-	object	right	right	0.396	correct
96.43	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.11	0.6	targetCS-	object	left	left	0.519	correct
104.42	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.1	0.6	targetCS-	object	left	left	0.417	correct
110.29	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
112.97	0.6	targetCS+	place	right	right	0.405	correct
119.16	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
121.84	0.6	targetCS+	object	left	left	0.354	correct
126.03	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
128.71	0.6	targetCS-	object	right	right	0.391	correct
131.9	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
134.58	0.6	targetCS-	place	left	left	0.551	correct
138.89	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
141.57	0.6	targetCS+	object	right	right	0.529	correct
145.2	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
158.6	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
161.28	0.6	targetCS-	place	right	right	0.502	correct
166.59	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
169.28	0.6	targetCS-	object	left	left	0.371	correct
174.47	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
177.15	0.6	targetCS-	place	left	left	0.341	correct
180.34	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
183.02	0.6	targetCS+	place	left	left	0.362	correct
189.21	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
191.89	0.6	targetCS+	object	right	right	0.393	correct
196.08	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.76	0.6	targetCS+	object	left	left	0.352	correct
204.95	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
207.63	0.6	targetCS+	object	right	right	0.354	correct
211.82	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
214.5	0.6	targetCS-	object	right	n/a	0.887	incorrect
219.81	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
222.49	0.6	targetCS+	place	left	left	0.363	correct
225.68	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
228.36	0.6	targetCS+	place	left	left	0.337	correct
232.55	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
235.23	0.6	targetCS+	object	left	left	0.674	correct
238.87	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
251.26	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
253.94	0.6	targetCS+	place	right	left	0.387	incorrect
260.13	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
262.81	0.6	targetCS-	place	right	right	0.363	correct
266.01	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
268.7	0.6	targetCS+	object	left	left	0.6	correct
