onset	duration	trial_type
0.22	1.5	block_cue
3.73	14.48	place
28.22	1.5	block_cue
31.73	14.64	object
56.39	1.5	block_cue
59.9	14.51	scrambled_object
84.43	1.5	block_cue
87.93	14.46	place
112.41	1.5	block_cue
115.92	14.44	object
140.38	1.5	block_cue
143.89	14.48	scrambled_object
168.38	1.5	block_cue
171.89	14.63	place
196.53	1.5	block_cue
200.04	14.61	object
224.67	1.5	block_cue
228.17	14.46	scrambled_object
252.65	1.5	block_cue
256.16	14.44	place
280.62	1.5	block_cue
284.13	14.44	object
308.59	1.5	block_cue
312.09	14.49	scrambled_object
336.61	1.5	block_cue
340.11	14.46	place
364.59	1.5	block_cue
368.1	14.46	object
392.58	1.5	block_cue
396.08	14.48	scrambled_object
420.58	1.5	block_cue
424.08	14.46	place
448.56	1.5	block_cue
452.07	14.43	object
476.51	1.5	block_cue
480.02	14.46	scrambled_object
