onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
3.85	0.71	toneCS-	n/a	n/a	n/a	n/a	n/a
6.54	0.6	targetCS-	place	left	left	0.73	correct
9.87	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
12.55	0.6	targetCS-	place	right	right	0.278	correct
18.75	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
21.43	0.62	targetCS-	object	right	right	0.272	correct
26.67	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
29.35	0.6	targetCS+	place	left	left	0.161	correct
32.54	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
35.23	0.6	targetCS+	place	left	left	0.104	correct
40.42	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
43.11	0.6	targetCS+	place	left	left	0.149	correct
46.63	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
58.36	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
61.04	0.6	targetCS-	object	left	left	0.372	correct
67.26	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.94	0.6	targetCS+	place	right	right	0.284	correct
74.47	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
77.15	0.6	targetCS-	object	right	right	0.245	correct
80.36	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
83.05	0.6	targetCS-	object	left	left	0.236	correct
88.26	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
90.95	0.6	targetCS+	place	left	left	0.374	correct
97.16	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
99.84	0.6	targetCS+	object	right	right	0.175	correct
106.05	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.73	0.6	targetCS+	object	right	right	0.246	correct
111.92	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
114.61	0.6	targetCS-	place	left	left	0.302	correct
118.8	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
121.49	0.6	targetCS-	object	left	left	0.213	correct
126.68	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
129.37	0.6	targetCS-	place	left	left	0.266	correct
135.56	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
138.25	0.6	targetCS-	place	right	right	0.164	correct
143.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
146.18	0.6	targetCS+	object	left	left	0.218	correct
150.38	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
153.06	0.6	targetCS-	place	left	left	0.301	correct
156.58	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
166.97	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
169.66	0.6	targetCS+	place	right	right	0.357	correct
172.88	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
175.57	0.6	targetCS-	object	right	right	0.565	correct
179.9	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
182.58	0.6	targetCS+	object	left	left	0.306	correct
188.8	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
191.48	0.6	targetCS+	place	right	right	0.247	correct
196.99	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.68	0.6	targetCS+	place	right	right	0.281	correct
204.89	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
207.58	0.6	targetCS+	object	left	left	0.287	correct
211.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
214.46	0.6	targetCS-	object	right	right	0.294	correct
220.67	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
223.36	0.6	targetCS+	object	right	right	0.348	correct
226.55	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
229.23	0.6	targetCS-	place	right	right	0.268	correct
233.43	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
236.11	0.6	targetCS+	object	right	right	0.361	correct
241.31	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
243.99	0.6	targetCS-	place	right	right	0.403	correct
247.52	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
257.91	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
260.59	0.6	targetCS+	object	left	left	0.378	correct
266.79	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
269.47	0.6	targetCS-	object	left	left	0.393	correct
