onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
4.75	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
7.44	0.6	targetCS-	object	left	left	0.566	correct
10.79	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
13.47	0.6	targetCS+	object	right	right	0.312	correct
19.69	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
22.37	0.6	targetCS-	place	left	left	0.456	correct
26.57	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
29.25	0.6	targetCS-	object	right	right	0.258	correct
35.47	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
38.15	0.6	targetCS+	object	left	left	0.277	correct
41.36	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
44.04	0.6	targetCS+	place	left	left	0.335	correct
47.57	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
59.98	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
62.66	0.6	targetCS-	object	right	right	0.337	correct
66.86	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
69.54	0.6	targetCS+	object	left	left	0.19	correct
75.74	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
78.42	0.6	targetCS+	object	left	left	0.319	correct
81.62	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
84.3	0.6	targetCS+	object	left	left	0.441	correct
88.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
91.18	0.6	targetCS-	place	right	right	0.245	correct
96.38	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
99.08	0.6	targetCS+	object	right	right	0.281	correct
105.3	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
107.98	0.6	targetCS+	place	right	right	0.377	correct
112.18	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
114.86	0.6	targetCS+	object	right	right	0.236	correct
118.09	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
120.77	0.6	targetCS-	object	left	left	0.265	correct
125.98	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
128.67	0.6	targetCS-	place	right	right	0.299	correct
134.87	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
137.55	0.6	targetCS-	place	left	left	0.341	correct
141.07	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
151.48	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
154.16	0.6	targetCS-	place	right	right	0.275	correct
159.38	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
162.06	0.6	targetCS-	object	right	right	0.266	correct
166.27	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
168.96	0.6	targetCS+	object	right	right	0.265	correct
173.17	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
175.85	0.6	targetCS-	place	left	left	0.317	correct
182.09	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
184.79	0.6	targetCS+	place	right	right	0.33	correct
188	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
190.68	0.6	targetCS-	object	left	left	0.276	correct
195.88	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
198.56	0.6	targetCS+	place	left	left	0.243	correct
201.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
204.46	0.6	targetCS+	place	left	left	0.321	correct
210.66	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
213.34	0.6	targetCS+	place	left	left	0.248	correct
217.53	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
220.22	0.6	targetCS+	place	right	right	0.255	correct
225.42	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
228.1	0.6	targetCS-	object	left	left	0.404	correct
232.3	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
234.98	0.6	targetCS-	object	right	right	0.313	correct
238.5	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
251.9	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
254.58	0.6	targetCS-	place	left	left	0.334	correct
257.77	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
260.46	0.6	targetCS+	place	right	right	0.355	correct
265.66	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
268.34	0.6	targetCS-	place	right	right	0.29	correct
