onset	duration	trial_type	salient_image	salient_location	response_location	response_time	correct
5.74	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
8.42	0.6	targetCS+	place	right	right	0.596	correct
11.73	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
14.42	0.6	targetCS+	object	right	right	0.468	correct
17.94	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
29.33	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
32.02	0.6	targetCS-	object	right	right	0.763	correct
37.33	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
40.01	0.6	targetCS+	place	right	right	0.733	correct
44.33	0.69	toneCS-	n/a	n/a	n/a	n/a	n/a
47.01	0.6	targetCS+	place	left	left	0.743	correct
50.32	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
53	0.6	targetCS-	place	left	left	0.504	correct
59.32	0.71	toneCS+	n/a	n/a	n/a	n/a	n/a
62.02	0.6	targetCS-	place	right	right	0.533	correct
67.34	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
70.02	0.62	targetCS-	object	left	left	0.455	correct
73.23	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
75.91	0.62	targetCS-	object	right	right	0.486	correct
82.13	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
84.81	0.6	targetCS-	place	left	left	0.472	correct
90.01	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
92.69	0.6	targetCS-	place	right	right	0.503	correct
97	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
99.69	0.6	targetCS-	place	left	left	0.416	correct
105.89	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
108.57	0.6	targetCS+	place	left	left	0.47	correct
112.77	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
115.45	0.6	targetCS+	object	right	right	0.424	correct
120.65	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
123.33	0.6	targetCS-	object	left	right	0.002	incorrect
126.86	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
137.25	0.69	toneCS+	n/a	n/a	n/a	n/a	n/a
139.93	0.6	targetCS+	place	right	right	0.546	correct
145.24	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
147.93	0.6	targetCS+	place	right	right	0.553	correct
154.24	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
156.93	0.6	targetCS+	object	left	left	0.472	correct
161.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
163.81	0.6	targetCS+	object	right	right	0.503	correct
167.12	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
169.8	0.62	targetCS-	object	left	left	0.454	correct
175.02	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
177.7	0.6	targetCS+	place	left	left	0.503	correct
181.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
183.69	0.6	targetCS-	object	right	right	0.503	correct
188	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
190.69	0.6	targetCS+	object	right	right	0.553	correct
197.01	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
199.69	0.6	targetCS+	object	left	left	0.684	correct
206	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
208.69	0.62	targetCS+	object	left	left	0.474	correct
213.9	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
216.59	0.6	targetCS+	object	left	left	0.445	correct
220.11	8.2	boostShock	n/a	n/a	n/a	n/a	n/a
230.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
233.18	0.6	targetCS-	object	left	left	0.645	correct
237.5	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
240.18	0.6	targetCS+	place	left	left	0.484	correct
244.38	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
247.06	0.6	targetCS-	place	right	n/a	0.885	incorrect
250.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
253.05	0.6	targetCS-	place	right	right	0.679	correct
258.37	0.7	toneCS-	n/a	n/a	n/a	n/a	n/a
261.05	0.6	targetCS-	place	left	left	0.503	correct
267.37	0.7	toneCS+	n/a	n/a	n/a	n/a	n/a
270.05	0.6	targetCS-	object	right	right	0.563	correct
